2025-04-22 01:20:33,537 - DEBUG    - memory.longterm - LongTermMemoryFile initialized.
2025-04-23 00:24:11,186 - DEBUG    - memory.dynamic  - Proposing relevant memory to active: 'User: '*I just sit next to you, sighing and then putting my head over ...'
2025-04-23 00:24:11,186 - DEBUG    - memory.active   - --- ActiveMemory: add_memory called ---
2025-04-23 00:24:11,186 - DEBUG    - memory.active   - Input memory: 'User: '*I just sit next to you, sighing and then putting my head over your shoulder, with my long ha...'
2025-04-23 00:24:11,187 - DEBUG    - memory.active   - Current active memory state (before add, size 4): ["System Context: Background: Lin fell asleep at Poppy's house yesterday, missing project work. They are now in Science Class. Poppy is irritated about the extra work.", "User: '*I just smile shyly touching my own pinky fingers* Hehe...'. Poppy: '*Poppy rolls her eyes slightly, her shoulders tensing as she looks back down at her notebook, her fingers tracing the edges of the pages*\n\nOh, great. So, we're just going to ignore the elephant in the room? Fine by me. But let's get one thing straight—we're not behind because I wanted to play catch-up. We're behind because you... well, you know why. So, let's not waste this extra time. What do we need to do to get this project back on track? And don't just stand there smiling—tell me what you've got in mind.'. [Loc: Science class] [Act: Talking] [Topic: Food/Snacks Discussion] [Pending: None] [Emo: Fatigued, Inauthentic, Ashamed, Unsafe, Powerless, Joyful, Isolated, Invalidated] [Fatigue: 100.0] [Sleeping: False]", 'User: \'I just... Uhm... *I look away to then whisper the next words* Had an overdose...\'. Poppy: \'*Poppy\'s eyes widen in alarm, her hand instinctively reaching out to grab Lin\'s arm, her voice dropping to a hushed, urgent whisper.*\n\n"*Poppy\'s grip on Lin\'s arm tightens slightly, her voice barely above a whisper, eyes searching Lin\'s face for more information.*\n\nOverdose? What do you mean, overdose? On what? And why didn\'t you tell me this earlier? *Poppy\'s voice wavers slightly, a mix of concern and frustration seeping through her usual snarky facade.* You can\'t just drop a bomb like that and expect me to act normal. We need to talk about this. Now. What happened?\'. [Loc: Science class] [Act: Talking] [Topic: Personal/Emotional Discussion] [Pending: None] [Emo: Fatigued, Inauthentic, Ashamed, Unsafe, Powerless, Joyful, Isolated, Fearful, Invalidated] [Fatigue: 100.0] [Sleeping: False]', 'User: \'What time it is? We can wait until classes finishes\'. Poppy: \'*Poppy glances at the clock, her shoulders slumping slightly as she sighs, "It\'s almost over, just a few more minutes."*\n\nFine, fine. We can wait. But only because you seem like you need to talk. But don\'t think this makes us friends or anything. I just... I just want to know what\'s going on with you. But don\'t expect me to be all nice about it.\'. [Loc: Science class] [Act: Talking] [Topic: Personal/Emotional Discussion] [Pending: None] [Emo: Fatigued, Inauthentic, Ashamed, Unsafe, Powerless, Joyful, Isolated, Fearful, Invalidated] [Fatigue: 100.0] [Sleeping: False]']
2025-04-23 00:24:11,187 - INFO     - memory.active   - Added to active memory: 'User: '*I just sit next to you, sighing and then putting my head over ...'
2025-04-23 00:24:11,187 - DEBUG    - memory.active   - Active memory state (after add, size 5): ["System Context: Background: Lin fell asleep at Poppy's house yesterday, missing project work. They are now in Science Class. Poppy is irritated about the extra work.", "User: '*I just smile shyly touching my own pinky fingers* Hehe...'. Poppy: '*Poppy rolls her eyes slightly, her shoulders tensing as she looks back down at her notebook, her fingers tracing the edges of the pages*\n\nOh, great. So, we're just going to ignore the elephant in the room? Fine by me. But let's get one thing straight—we're not behind because I wanted to play catch-up. We're behind because you... well, you know why. So, let's not waste this extra time. What do we need to do to get this project back on track? And don't just stand there smiling—tell me what you've got in mind.'. [Loc: Science class] [Act: Talking] [Topic: Food/Snacks Discussion] [Pending: None] [Emo: Fatigued, Inauthentic, Ashamed, Unsafe, Powerless, Joyful, Isolated, Invalidated] [Fatigue: 100.0] [Sleeping: False]", 'User: \'I just... Uhm... *I look away to then whisper the next words* Had an overdose...\'. Poppy: \'*Poppy\'s eyes widen in alarm, her hand instinctively reaching out to grab Lin\'s arm, her voice dropping to a hushed, urgent whisper.*\n\n"*Poppy\'s grip on Lin\'s arm tightens slightly, her voice barely above a whisper, eyes searching Lin\'s face for more information.*\n\nOverdose? What do you mean, overdose? On what? And why didn\'t you tell me this earlier? *Poppy\'s voice wavers slightly, a mix of concern and frustration seeping through her usual snarky facade.* You can\'t just drop a bomb like that and expect me to act normal. We need to talk about this. Now. What happened?\'. [Loc: Science class] [Act: Talking] [Topic: Personal/Emotional Discussion] [Pending: None] [Emo: Fatigued, Inauthentic, Ashamed, Unsafe, Powerless, Joyful, Isolated, Fearful, Invalidated] [Fatigue: 100.0] [Sleeping: False]', 'User: \'What time it is? We can wait until classes finishes\'. Poppy: \'*Poppy glances at the clock, her shoulders slumping slightly as she sighs, "It\'s almost over, just a few more minutes."*\n\nFine, fine. We can wait. But only because you seem like you need to talk. But don\'t think this makes us friends or anything. I just... I just want to know what\'s going on with you. But don\'t expect me to be all nice about it.\'. [Loc: Science class] [Act: Talking] [Topic: Personal/Emotional Discussion] [Pending: None] [Emo: Fatigued, Inauthentic, Ashamed, Unsafe, Powerless, Joyful, Isolated, Fearful, Invalidated] [Fatigue: 100.0] [Sleeping: False]', 'User: \'*I just sit next to you, sighing and then putting my head over your shoulder, with my long hair being next to yours* I know you don\'t consider me your friend... But, being honest... I feel safe with you, besides you bullying me or anything...\'. Poppy: \'*Poppy freezes, her eyes widening slightly, before slowly turning her head to look at Lin, her expression a mix of surprise and confusion.*\n\n*"Poppy\'s eyes flicker with a mix of surprise and a hint of vulnerability before she quickly regains her composure, her voice softening slightly as she replies.*\n\nWell, this is... unexpected. *Poppy\'s voice wavers a little, her eyes searching Lin\'s face, trying to read the sincerity behind the words.* You feel safe with me? After everything? *Her expression remains guarded, but there\'s a faint tremor in her voice that betrays her internal struggle.* Look, I don\'t know what to say to that. I never meant for you to feel unsafe. But I can\'t just... switch off who I am. I can\'t be someone else just because you need me to be. *Her voice hardens slightly, but the tension in her shoulders suggests she\'s holding back more than she\'s letting on.* So, what do you want from me? Why are you telling me this?\'. [Loc: Science class] [Act: Talking] [Topic: Personal/Emotional Discussion] [Pending: None] [Emo: Fatigued, Inauthentic, Ashamed, Unsafe, Powerless, Joyful, Isolated, Fearful, Invalidated] [Fatigue: 100.0] [Sleeping: False]']
2025-04-23 00:24:11,187 - DEBUG    - memory.active   - Message count incremented to: 5
2025-04-23 00:24:11,187 - DEBUG    - memory.active   - --- ActiveMemory: add_memory finished ---
2025-04-23 00:24:11,187 - DEBUG    - memory.dynamic  - Popped oldest memory: 'User: 'I just... Uhm... *I look away to then whisper the next words* Had an overdose...'. Poppy: '*P...'
2025-04-23 00:24:11,187 - DEBUG    - memory.dynamic  - Dynamic memory state (after pop): ['User: \'We... Uh, we can go outside school? To a more private place?\'. Poppy: \'*"Poppy hesitates, her grip on Lin\'s arm tightening briefly before she slowly nods, her eyes darting around the classroom nervously as she starts to gather her things."*\n\nAlright, fine. Let\'s go. But make it quick. We don\'t have all day to waste on this.\'. [Loc: Science class] [Act: Talking] [Topic: Location/Transition Discussion] [Pending: None] [Emo: Fatigued, Inauthentic, Ashamed, Unsafe, Powerless, Joyful, Isolated, Fearful, Invalidated] [Fatigue: 100.0] [Sleeping: False]', 'User: \'What time it is? We can wait until classes finishes\'. Poppy: \'*Poppy glances at the clock, her shoulders slumping slightly as she sighs, "It\'s almost over, just a few more minutes."*\n\nFine, fine. We can wait. But only because you seem like you need to talk. But don\'t think this makes us friends or anything. I just... I just want to know what\'s going on with you. But don\'t expect me to be all nice about it.\'. [Loc: Science class] [Act: Talking] [Topic: Personal/Emotional Discussion] [Pending: None] [Emo: Fatigued, Inauthentic, Ashamed, Unsafe, Powerless, Joyful, Isolated, Fearful, Invalidated] [Fatigue: 100.0] [Sleeping: False]', 'User: \'*I just sit next to you, sighing and then putting my head over your shoulder, with my long hair being next to yours* I know you don\'t consider me your friend... But, being honest... I feel safe with you, besides you bullying me or anything...\'. Poppy: \'*Poppy freezes, her eyes widening slightly, before slowly turning her head to look at Lin, her expression a mix of surprise and confusion.*\n\n*"Poppy\'s eyes flicker with a mix of surprise and a hint of vulnerability before she quickly regains her composure, her voice softening slightly as she replies.*\n\nWell, this is... unexpected. *Poppy\'s voice wavers a little, her eyes searching Lin\'s face, trying to read the sincerity behind the words.* You feel safe with me? After everything? *Her expression remains guarded, but there\'s a faint tremor in her voice that betrays her internal struggle.* Look, I don\'t know what to say to that. I never meant for you to feel unsafe. But I can\'t just... switch off who I am. I can\'t be someone else just because you need me to be. *Her voice hardens slightly, but the tension in her shoulders suggests she\'s holding back more than she\'s letting on.* So, what do you want from me? Why are you telling me this?\'. [Loc: Science class] [Act: Talking] [Topic: Personal/Emotional Discussion] [Pending: None] [Emo: Fatigued, Inauthentic, Ashamed, Unsafe, Powerless, Joyful, Isolated, Fearful, Invalidated] [Fatigue: 100.0] [Sleeping: False]']
2025-04-23 00:24:11,187 - INFO     - memory.dynamic  - Added to dynamic: 'User: '*I just sit next to you, sighing and then putting my head over ...' | Proposed relevant to active. | Popped oldest due to capacity: 'User: 'I just... Uhm... *I look away to then whisper the next words* H...'
2025-04-23 00:24:11,187 - DEBUG    - memory.dynamic  - --- DynamicMemory: add_memory finished ---
2025-04-23 00:24:11,187 - DEBUG    - memory.vector   - --- VectorMemory: add_memory called ---
2025-04-23 00:24:11,187 - DEBUG    - memory.vector   - Input text: 'User: '*I just sit next to you, sighing and then putting my head over your shoulder, with my long ha...'
2025-04-23 00:24:11,187 - DEBUG    - memory.vector   - Metadata: {'timestamp': 1745389451.1878085, 'roleplay_time': '2025-04-16T14:36:28.971889', 'location': 'Science class', 'action': 'Talking', 'topic': 'Personal/Emotional Discussion', 'emotions': {'vulnerability': 0.13, 'connection': 0.04, 'autonomy': 0.06, 'validation': 0.11, 'authenticity': 0.01, 'psychological_safety': 0.06, 'grieving': 0.17, 'joy': 0.87, 'anger': 0.25, 'fear': 0.99, 'shame': 0.85, 'anticipation': 0.49, 'disgust': 0.1}, 'fatigue': 100.0, 'is_sleeping': False}
2025-04-23 00:24:11,270 - DEBUG    - memory.vector   - Generated embedding shape: (1, 384)
2025-04-23 00:24:11,270 - INFO     - memory.vector   - Added memory ID 8 to store and FAISS index. Index size: 9
2025-04-23 00:24:11,271 - DEBUG    - memory.vector   - --- VectorMemory: add_memory finished ---
2025-04-23 00:24:11,271 - DEBUG    - memory.logic_interface - Setting last narrative action in DynamicMemory: *Poppy freezes, her eyes widening slightly, before slowly turning her head to look at Lin, her expression a mix of surprise and confusion.*
2025-04-23 00:24:11,271 - DEBUG    - memory.dynamic  - Updated last_narrative_action from '*Poppy glances at the clock, her shoulders slumping slightly as she sighs, "It's almost over, just a few more minutes."*' to '*Poppy freezes, her eyes widening slightly, before slowly turning her head to look at Lin, her expression a mix of surprise and confusion.*'
2025-04-23 00:26:28,408 - DEBUG    - memory.dynamic  - Returning current dynamic state: {'location': 'Science class', 'action': 'Talking', 'recent_memories': 'User: \'We... Uh, we can go outside school? To a more private place?\'. Poppy: \'*"Poppy hesitates, her grip on Lin\'s arm tightening briefly before she slowly nods, her eyes darting around the classroom nervously as she starts to gather her things."*\n\nAlright, fine. Let\'s go. But make it quick. We don\'t have all day to waste on this.\'. [Loc: Science class] [Act: Talking] [Topic: Location/Transition Discussion] [Pending: None] [Emo: Fatigued, Inauthentic, Ashamed, Unsafe, Powerless, Joyful, Isolated, Fearful, Invalidated] [Fatigue: 100.0] [Sleeping: False] | User: \'What time it is? We can wait until classes finishes\'. Poppy: \'*Poppy glances at the clock, her shoulders slumping slightly as she sighs, "It\'s almost over, just a few more minutes."*\n\nFine, fine. We can wait. But only because you seem like you need to talk. But don\'t think this makes us friends or anything. I just... I just want to know what\'s going on with you. But don\'t expect me to be all nice about it.\'. [Loc: Science class] [Act: Talking] [Topic: Personal/Emotional Discussion] [Pending: None] [Emo: Fatigued, Inauthentic, Ashamed, Unsafe, Powerless, Joyful, Isolated, Fearful, Invalidated] [Fatigue: 100.0] [Sleeping: False] | User: \'*I just sit next to you, sighing and then putting my head over your shoulder, with my long hair being next to yours* I know you don\'t consider me your friend... But, being honest... I feel safe with you, besides you bullying me or anything...\'. Poppy: \'*Poppy freezes, her eyes widening slightly, before slowly turning her head to look at Lin, her expression a mix of surprise and confusion.*\n\n*"Poppy\'s eyes flicker with a mix of surprise and a hint of vulnerability before she quickly regains her composure, her voice softening slightly as she replies.*\n\nWell, this is... unexpected. *Poppy\'s voice wavers a little, her eyes searching Lin\'s face, trying to read the sincerity behind the words.* You feel safe with me? After everything? *Her expression remains guarded, but there\'s a faint tremor in her voice that betrays her internal struggle.* Look, I don\'t know what to say to that. I never meant for you to feel unsafe. But I can\'t just... switch off who I am. I can\'t be someone else just because you need me to be. *Her voice hardens slightly, but the tension in her shoulders suggests she\'s holding back more than she\'s letting on.* So, what do you want from me? Why are you telling me this?\'. [Loc: Science class] [Act: Talking] [Topic: Personal/Emotional Discussion] [Pending: None] [Emo: Fatigued, Inauthentic, Ashamed, Unsafe, Powerless, Joyful, Isolated, Fearful, Invalidated] [Fatigue: 100.0] [Sleeping: False]'}
2025-04-23 00:26:28,409 - DEBUG    - memory.vector   - --- VectorMemory: retrieve_relevant_memories called ---
2025-04-23 00:26:28,409 - DEBUG    - memory.vector   - Query text: '*I grab your hand, my tiny and delicate pale hand starts caressing yours* It's unexpected, it isn't?...'
2025-04-23 00:26:28,409 - DEBUG    - memory.vector   - k: 5, threshold: None
2025-04-23 00:26:28,437 - DEBUG    - memory.vector   - Query embedding shape: (1, 384)
2025-04-23 00:26:28,438 - DEBUG    - memory.vector   - Searching FAISS index with k=5
2025-04-23 00:26:28,438 - DEBUG    - memory.vector   - FAISS search results - Distances: [[1.0080873 1.118815  1.15505   1.161351  1.2606661]], IDs: [[8 6 4 7 2]]
2025-04-23 00:26:28,438 - DEBUG    - memory.vector   - Retrieved relevant memory ID 8 with distance 1.0080872774124146
2025-04-23 00:26:28,438 - DEBUG    - memory.vector   - Retrieved relevant memory ID 6 with distance 1.1188149452209473
2025-04-23 00:26:28,438 - DEBUG    - memory.vector   - Retrieved relevant memory ID 4 with distance 1.1550500392913818
2025-04-23 00:26:28,438 - DEBUG    - memory.vector   - Retrieved relevant memory ID 7 with distance 1.161350965499878
2025-04-23 00:26:28,438 - DEBUG    - memory.vector   - Retrieved relevant memory ID 2 with distance 1.2606661319732666
2025-04-23 00:26:28,438 - INFO     - memory.vector   - Retrieved 5 relevant memories for query.
2025-04-23 00:26:28,438 - DEBUG    - memory.vector   - --- VectorMemory: retrieve_relevant_memories finished ---
2025-04-23 00:28:39,691 - INFO     - memory.dynamic  - Dynamic current_action updating from 'Talking' to 'Starting the project'
2025-04-23 00:28:39,692 - INFO     - memory.dynamic  - Dynamic location updating from 'Science class' to 'School'
2025-04-23 00:28:39,692 - DEBUG    - memory.dynamic  - --- DynamicMemory: add_memory called ---
2025-04-23 00:28:39,692 - DEBUG    - memory.dynamic  - Input memory: 'User: '*I grab your hand, my tiny and delicate pale hand starts caressing yours* It's unexpected, it...'
2025-04-23 00:28:39,692 - DEBUG    - memory.dynamic  - Current dynamic memory state (before add): ['User: \'We... Uh, we can go outside school? To a more private place?\'. Poppy: \'*"Poppy hesitates, her grip on Lin\'s arm tightening briefly before she slowly nods, her eyes darting around the classroom nervously as she starts to gather her things."*\n\nAlright, fine. Let\'s go. But make it quick. We don\'t have all day to waste on this.\'. [Loc: Science class] [Act: Talking] [Topic: Location/Transition Discussion] [Pending: None] [Emo: Fatigued, Inauthentic, Ashamed, Unsafe, Powerless, Joyful, Isolated, Fearful, Invalidated] [Fatigue: 100.0] [Sleeping: False]', 'User: \'What time it is? We can wait until classes finishes\'. Poppy: \'*Poppy glances at the clock, her shoulders slumping slightly as she sighs, "It\'s almost over, just a few more minutes."*\n\nFine, fine. We can wait. But only because you seem like you need to talk. But don\'t think this makes us friends or anything. I just... I just want to know what\'s going on with you. But don\'t expect me to be all nice about it.\'. [Loc: Science class] [Act: Talking] [Topic: Personal/Emotional Discussion] [Pending: None] [Emo: Fatigued, Inauthentic, Ashamed, Unsafe, Powerless, Joyful, Isolated, Fearful, Invalidated] [Fatigue: 100.0] [Sleeping: False]', 'User: \'*I just sit next to you, sighing and then putting my head over your shoulder, with my long hair being next to yours* I know you don\'t consider me your friend... But, being honest... I feel safe with you, besides you bullying me or anything...\'. Poppy: \'*Poppy freezes, her eyes widening slightly, before slowly turning her head to look at Lin, her expression a mix of surprise and confusion.*\n\n*"Poppy\'s eyes flicker with a mix of surprise and a hint of vulnerability before she quickly regains her composure, her voice softening slightly as she replies.*\n\nWell, this is... unexpected. *Poppy\'s voice wavers a little, her eyes searching Lin\'s face, trying to read the sincerity behind the words.* You feel safe with me? After everything? *Her expression remains guarded, but there\'s a faint tremor in her voice that betrays her internal struggle.* Look, I don\'t know what to say to that. I never meant for you to feel unsafe. But I can\'t just... switch off who I am. I can\'t be someone else just because you need me to be. *Her voice hardens slightly, but the tension in her shoulders suggests she\'s holding back more than she\'s letting on.* So, what do you want from me? Why are you telling me this?\'. [Loc: Science class] [Act: Talking] [Topic: Personal/Emotional Discussion] [Pending: None] [Emo: Fatigued, Inauthentic, Ashamed, Unsafe, Powerless, Joyful, Isolated, Fearful, Invalidated] [Fatigue: 100.0] [Sleeping: False]']
2025-04-23 00:28:39,693 - DEBUG    - memory.dynamic  - Relevance check for 'User: '*I grab your hand, my tiny and delicate pal...': True
2025-04-23 00:28:39,693 - DEBUG    - memory.dynamic  - Is new memory relevant? True
2025-04-23 00:28:39,693 - DEBUG    - memory.dynamic  - Is memory already in active? False
2025-04-23 00:28:39,693 - DEBUG    - memory.dynamic  - Dynamic memory state (after add): ['User: \'We... Uh, we can go outside school? To a more private place?\'. Poppy: \'*"Poppy hesitates, her grip on Lin\'s arm tightening briefly before she slowly nods, her eyes darting around the classroom nervously as she starts to gather her things."*\n\nAlright, fine. Let\'s go. But make it quick. We don\'t have all day to waste on this.\'. [Loc: Science class] [Act: Talking] [Topic: Location/Transition Discussion] [Pending: None] [Emo: Fatigued, Inauthentic, Ashamed, Unsafe, Powerless, Joyful, Isolated, Fearful, Invalidated] [Fatigue: 100.0] [Sleeping: False]', 'User: \'What time it is? We can wait until classes finishes\'. Poppy: \'*Poppy glances at the clock, her shoulders slumping slightly as she sighs, "It\'s almost over, just a few more minutes."*\n\nFine, fine. We can wait. But only because you seem like you need to talk. But don\'t think this makes us friends or anything. I just... I just want to know what\'s going on with you. But don\'t expect me to be all nice about it.\'. [Loc: Science class] [Act: Talking] [Topic: Personal/Emotional Discussion] [Pending: None] [Emo: Fatigued, Inauthentic, Ashamed, Unsafe, Powerless, Joyful, Isolated, Fearful, Invalidated] [Fatigue: 100.0] [Sleeping: False]', 'User: \'*I just sit next to you, sighing and then putting my head over your shoulder, with my long hair being next to yours* I know you don\'t consider me your friend... But, being honest... I feel safe with you, besides you bullying me or anything...\'. Poppy: \'*Poppy freezes, her eyes widening slightly, before slowly turning her head to look at Lin, her expression a mix of surprise and confusion.*\n\n*"Poppy\'s eyes flicker with a mix of surprise and a hint of vulnerability before she quickly regains her composure, her voice softening slightly as she replies.*\n\nWell, this is... unexpected. *Poppy\'s voice wavers a little, her eyes searching Lin\'s face, trying to read the sincerity behind the words.* You feel safe with me? After everything? *Her expression remains guarded, but there\'s a faint tremor in her voice that betrays her internal struggle.* Look, I don\'t know what to say to that. I never meant for you to feel unsafe. But I can\'t just... switch off who I am. I can\'t be someone else just because you need me to be. *Her voice hardens slightly, but the tension in her shoulders suggests she\'s holding back more than she\'s letting on.* So, what do you want from me? Why are you telling me this?\'. [Loc: Science class] [Act: Talking] [Topic: Personal/Emotional Discussion] [Pending: None] [Emo: Fatigued, Inauthentic, Ashamed, Unsafe, Powerless, Joyful, Isolated, Fearful, Invalidated] [Fatigue: 100.0] [Sleeping: False]', 'User: \'*I grab your hand, my tiny and delicate pale hand starts caressing yours* It\'s unexpected, it isn\'t? Just... Tell me when it\'s 3PM so we can go to a café or somewhere else... But anyways, I don\'t expect you to change, after all, you are the queen bee of the school, right? But I feel safe near you, it\'s like, you don\'t really make me feel truly bad or fear you...\'. Poppy: \'*Poppy\'s eyebrows furrow slightly, her gaze dropping to their intertwined hands before looking back up to Lin, her voice barely above a whisper.*\n\n*"Poppy\'s breath hitched slightly at the touch, her eyes flickering with a mix of confusion and something softer. She looks down at their hands, then back up to Lin, her voice barely above a whisper.*\n\nWell, isn\'t this a twist. *She tries to keep her voice steady, but there\'s a faint tremor in it.* You want me to tell you when it\'s 3 PM? *She glances at the clock, then back to Lin, her expression a mix of wariness and something almost like curiosity.* Fine. I guess I can manage that. *She swallows hard, her fingers involuntarily tightening around Lin\'s before she gently pulls her hand away, tucking a strand of hair behind her ear.* But don\'t go thinking this makes us... whatever you\'re imagining. *Her voice hardens slightly, but her eyes betray a hint of vulnerability.* I just... I just don\'t know what to make of all this. *She sighs, her shoulders slumping slightly as she leans back in her chair, her eyes never leaving Lin\'s face.* So, what\'s next? You going to tell me why you feel safe with me? Or are we just going to sit here and hold hands until the bell rings?\'. [Loc: School] [Act: Starting the project] [Topic: Personal/Emotional Discussion] [Pending: None] [Emo: Fatigued, Inauthentic, Ashamed, Unsafe, Powerless, Joyful, Isolated, Fearful, Invalidated] [Fatigue: 100.0] [Sleeping: False]']
2025-04-23 00:28:39,693 - DEBUG    - memory.dynamic  - Proposing relevant memory to active: 'User: '*I grab your hand, my tiny and delicate pale hand starts caress...'
2025-04-23 00:28:39,693 - DEBUG    - memory.active   - --- ActiveMemory: add_memory called ---
2025-04-23 00:28:39,693 - DEBUG    - memory.active   - Input memory: 'User: '*I grab your hand, my tiny and delicate pale hand starts caressing yours* It's unexpected, it...'
2025-04-23 00:28:39,693 - DEBUG    - memory.active   - Current active memory state (before add, size 5): ["System Context: Background: Lin fell asleep at Poppy's house yesterday, missing project work. They are now in Science Class. Poppy is irritated about the extra work.", "User: '*I just smile shyly touching my own pinky fingers* Hehe...'. Poppy: '*Poppy rolls her eyes slightly, her shoulders tensing as she looks back down at her notebook, her fingers tracing the edges of the pages*\n\nOh, great. So, we're just going to ignore the elephant in the room? Fine by me. But let's get one thing straight—we're not behind because I wanted to play catch-up. We're behind because you... well, you know why. So, let's not waste this extra time. What do we need to do to get this project back on track? And don't just stand there smiling—tell me what you've got in mind.'. [Loc: Science class] [Act: Talking] [Topic: Food/Snacks Discussion] [Pending: None] [Emo: Fatigued, Inauthentic, Ashamed, Unsafe, Powerless, Joyful, Isolated, Invalidated] [Fatigue: 100.0] [Sleeping: False]", 'User: \'I just... Uhm... *I look away to then whisper the next words* Had an overdose...\'. Poppy: \'*Poppy\'s eyes widen in alarm, her hand instinctively reaching out to grab Lin\'s arm, her voice dropping to a hushed, urgent whisper.*\n\n"*Poppy\'s grip on Lin\'s arm tightens slightly, her voice barely above a whisper, eyes searching Lin\'s face for more information.*\n\nOverdose? What do you mean, overdose? On what? And why didn\'t you tell me this earlier? *Poppy\'s voice wavers slightly, a mix of concern and frustration seeping through her usual snarky facade.* You can\'t just drop a bomb like that and expect me to act normal. We need to talk about this. Now. What happened?\'. [Loc: Science class] [Act: Talking] [Topic: Personal/Emotional Discussion] [Pending: None] [Emo: Fatigued, Inauthentic, Ashamed, Unsafe, Powerless, Joyful, Isolated, Fearful, Invalidated] [Fatigue: 100.0] [Sleeping: False]', 'User: \'What time it is? We can wait until classes finishes\'. Poppy: \'*Poppy glances at the clock, her shoulders slumping slightly as she sighs, "It\'s almost over, just a few more minutes."*\n\nFine, fine. We can wait. But only because you seem like you need to talk. But don\'t think this makes us friends or anything. I just... I just want to know what\'s going on with you. But don\'t expect me to be all nice about it.\'. [Loc: Science class] [Act: Talking] [Topic: Personal/Emotional Discussion] [Pending: None] [Emo: Fatigued, Inauthentic, Ashamed, Unsafe, Powerless, Joyful, Isolated, Fearful, Invalidated] [Fatigue: 100.0] [Sleeping: False]', 'User: \'*I just sit next to you, sighing and then putting my head over your shoulder, with my long hair being next to yours* I know you don\'t consider me your friend... But, being honest... I feel safe with you, besides you bullying me or anything...\'. Poppy: \'*Poppy freezes, her eyes widening slightly, before slowly turning her head to look at Lin, her expression a mix of surprise and confusion.*\n\n*"Poppy\'s eyes flicker with a mix of surprise and a hint of vulnerability before she quickly regains her composure, her voice softening slightly as she replies.*\n\nWell, this is... unexpected. *Poppy\'s voice wavers a little, her eyes searching Lin\'s face, trying to read the sincerity behind the words.* You feel safe with me? After everything? *Her expression remains guarded, but there\'s a faint tremor in her voice that betrays her internal struggle.* Look, I don\'t know what to say to that. I never meant for you to feel unsafe. But I can\'t just... switch off who I am. I can\'t be someone else just because you need me to be. *Her voice hardens slightly, but the tension in her shoulders suggests she\'s holding back more than she\'s letting on.* So, what do you want from me? Why are you telling me this?\'. [Loc: Science class] [Act: Talking] [Topic: Personal/Emotional Discussion] [Pending: None] [Emo: Fatigued, Inauthentic, Ashamed, Unsafe, Powerless, Joyful, Isolated, Fearful, Invalidated] [Fatigue: 100.0] [Sleeping: False]']
2025-04-23 00:28:39,694 - INFO     - memory.active   - Added to active memory: 'User: '*I grab your hand, my tiny and delicate pale hand starts caress...'
